Company,Job Title,Job Link,Location,Posting Date,Days Since Posted,Function,Seniority,Company_Group,Product_Focus,Product_Focus_Tokens,Primary_Skill,Extracted_Skills,Relevancy_to_Actian,Trend_Score,First_Seen,Last_Seen
Snowflake,Principal Software Engineer I,https://jobs.ashbyhq.com/snowflake/e2739aab-b0a2-4583-92c1-13bbd4fd9672,US-CA-Menlo Park,2026-03-23,4,Engineering,Principal/Staff,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",8.0,1.0,2026-03-26,2026-03-27
Snowflake,Principal Software Engineer I - Snowhouse Foundation,https://jobs.ashbyhq.com/snowflake/7657edf1-2646-4a37-b178-2807cd7dd5e5,US-CA-Menlo Park,2026-02-26,29,Engineering,Principal/Staff,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",8.0,1.0,2026-03-26,2026-03-27
Snowflake,Principal Software Engineer II,https://jobs.ashbyhq.com/snowflake/d297d07c-eaa7-4896-946d-df2879c8cde3,US-WA-Bellevue,2025-11-05,142,Engineering,Principal/Staff,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",8.0,1.0,2026-03-26,2026-03-27
Snowflake,Principal Software Engineer II - Next-Gen Data Transformations,https://jobs.ashbyhq.com/snowflake/f991db58-6bc1-40b2-a1b9-97d4d2b20a83,US-WA-Bellevue,2026-02-24,31,Engineering,Principal/Staff,Warehouse/Processing,ETL/Integration,"[""ETL/Integration""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",11.0,1.0,2026-03-26,2026-03-27
Snowflake,"Principal Software Engineer II, Horizon Catalog",https://jobs.ashbyhq.com/snowflake/b80ae1a9-7f32-499a-89de-fc227d65d089,US-CA-Menlo Park,2025-11-26,121,Engineering,Principal/Staff,Warehouse/Processing,Data Governance,"[""Data Governance""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",11.0,2.0,2026-03-26,2026-03-27
Snowflake,Principal Solution Engineer,https://jobs.ashbyhq.com/snowflake/e7c12d6b-efbe-4c6f-bb13-cc50dabc877d,"Sydney, Australia",2025-12-05,112,Engineering,Principal/Staff,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING""]",8.0,1.0,2026-03-26,2026-03-27
Snowflake,Principal Solution Engineer,https://jobs.ashbyhq.com/snowflake/d8d770f6-207b-4f75-bcd0-dc66358e613c,AU-Melbourne,2025-12-05,112,Engineering,Principal/Staff,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING""]",6.0,1.0,2026-03-26,2026-03-27
Snowflake,Principal Solution Engineer,https://jobs.ashbyhq.com/snowflake/7d4fc827-e440-437a-ba18-a27c3e74ae0d,US-CA-Bay Area,2026-02-02,53,Engineering,Principal/Staff,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING""]",8.0,1.0,2026-03-26,2026-03-27
Snowflake,Product Manager,https://jobs.ashbyhq.com/snowflake/2e4edc40-cbda-4a82-9421-c7d79ea8847d,US-CA-Menlo Park,2026-01-13,73,Product,Manager,Warehouse/Processing,Product Management,"[""Product Management""]",PRODUCT,"[""PRODUCT"", ""MANAGEMENT""]",5.0,0.0,2026-03-26,2026-03-27
Snowflake,Product Manager – Metadata Platform,https://jobs.ashbyhq.com/snowflake/3f8a210b-9003-489a-91c8-e3f0abeee1fc,US-WA-Bellevue,2026-02-03,52,Engineering,Manager,Warehouse/Processing,Data Governance,"[""Data Governance""]",METADATA,"[""METADATA""]",10.0,0.0,2026-03-26,2026-03-27
Snowflake,Product Manager – Replication & Disaster Recovery,https://jobs.ashbyhq.com/snowflake/04271939-420b-45d6-8234-6c13663138a3,US-WA-Bellevue,2026-02-03,52,Product,Manager,Warehouse/Processing,ETL/Integration,"[""ETL/Integration""]",PRODUCT,"[""PRODUCT"", ""REPLICATION"", ""MANAGEMENT""]",10.0,0.0,2026-03-26,2026-03-27
Snowflake,Product Marketing - Competitive Intelligence Lead,https://jobs.ashbyhq.com/snowflake/7572bf28-e135-4fd7-8cb6-a6c228952ec1,US-CA-Menlo Park,2025-10-21,157,Product,Senior,Warehouse/Processing,Product Management,"[""Product Management""]",PRODUCT,"[""PRODUCT"", ""MANAGEMENT""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,"Program Manager, User Groups",https://jobs.ashbyhq.com/snowflake/6bd674b9-32f3-46a8-94fb-51f55e9a59bf,US-CA-Menlo Park,2026-01-12,74,Product,Manager,Warehouse/Processing,Product Management,"[""Product Management""]",MANAGEMENT,"[""MANAGEMENT""]",5.0,0.0,2026-03-26,2026-03-27
Snowflake,Regional Partner Director,https://jobs.ashbyhq.com/snowflake/e01b5b38-d3d4-4a6f-9b59-cef359d561eb,SE-Sweden,2026-02-04,51,Operations,Director+,Warehouse/Processing,Corporate Functions,"[""Corporate Functions""]",,[],4.5,1.0,2026-03-26,2026-03-27
Snowflake,Reporting Analyst,https://jobs.ashbyhq.com/snowflake/8ff9a052-a7d2-4b59-8468-40ddef31c580,US-CA-Menlo Park,2025-11-04,143,Data/Analytics,Mid,Warehouse/Processing,Analytics / BI,"[""Analytics / BI""]",ANALYTICS,"[""ANALYTICS"", ""SQL""]",4.3,0.0,2026-03-26,2026-03-27
Snowflake,Research Intern (AI) - 2026,https://jobs.ashbyhq.com/snowflake/e2412cd5-19dd-44f8-addd-c9ef3c99ff82,PL-Warsaw,2025-11-26,121,Engineering,Intern,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",AI,"[""AI""]",5.6,2.0,2026-03-26,2026-03-27
Snowflake,SENIOR SECURITY ENGINEER - PRODUCT SECURITY,https://jobs.ashbyhq.com/snowflake/9d0fd974-03be-402c-8052-4a879ac8c1b0,PL-Warsaw,2026-03-26,1,Security,Senior,Warehouse/Processing,Security / Compliance,"[""Security / Compliance""]",SECURITY,"[""SECURITY""]",3.0,1.0,2026-03-26,2026-03-27
Snowflake,"Sales Enablement, Senior Manager",https://jobs.ashbyhq.com/snowflake/5e79ab9d-1bc2-49e2-9fd8-50ea2b6bea5c,US-CA-Menlo Park,2026-02-04,51,Sales,Senior,Warehouse/Processing,Go-to-Market,"[""Go-to-Market""]",MANAGEMENT,"[""MANAGEMENT"", ""ANALYTICS""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,"Senior AI/ML Architect, Applied Field Engineering",https://jobs.ashbyhq.com/snowflake/58d99cd2-2f36-43c6-99ee-a3cb3d32fb37,US-CA-Menlo Park,2025-11-26,121,Engineering,Senior,Warehouse/Processing,ML/AI infra,"[""ML/AI infra""]",AI,"[""AI"", ""ML""]",9.0,3.0,2026-03-26,2026-03-27
Snowflake,"Senior AI/ML Architect, Applied Field Engineering/Field CTO",https://jobs.ashbyhq.com/snowflake/7c9802a9-024f-4e76-832a-64c9fa8392af,"Tokyo, Japan",2025-12-12,105,Engineering,Director+,Warehouse/Processing,ML/AI infra,"[""ML/AI infra""]",AI,"[""AI"", ""ML""]",8.5,3.0,2026-03-26,2026-03-27
Snowflake,"Senior AI/ML Architect, Applied Field Engineering/Field CTO",https://jobs.ashbyhq.com/snowflake/67fd11e4-8518-49f0-9028-37b08d472001,"Tokyo, Japan",2026-01-06,80,Engineering,Director+,Warehouse/Processing,ML/AI infra,"[""ML/AI infra""]",AI,"[""AI"", ""ML""]",8.5,3.0,2026-03-26,2026-03-27
Snowflake,Senior AI/ML Flex Solution Engineer,https://jobs.ashbyhq.com/snowflake/6718063e-17e6-49d0-a8e8-b56f5040cbd2,US-NY-New York City,2026-02-05,50,Engineering,Senior,Warehouse/Processing,ML/AI infra,"[""ML/AI infra""]",AI,"[""AI"", ""ML""]",9.0,3.0,2026-03-26,2026-03-27
Snowflake,"Senior Analytics Architect, Applied Field Engineer",https://jobs.ashbyhq.com/snowflake/251af11d-4cd3-4c51-9b12-3df73fd653b0,US-WA-Bellevue,2026-02-13,42,Engineering,Senior,Warehouse/Processing,Analytics / BI,"[""Analytics / BI""]",ANALYTICS,"[""ANALYTICS"", ""ENGINEERING"", ""SQL""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,"Senior Anti-Abuse Security Engineer, Product Security",https://jobs.ashbyhq.com/snowflake/bcb00e62-34db-41b4-a044-07f4438ea60a,US-WA-Bellevue,2026-01-23,63,Security,Senior,Warehouse/Processing,Security / Compliance,"[""Security / Compliance""]",SECURITY,"[""SECURITY""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Billing Analyst,https://jobs.ashbyhq.com/snowflake/de1599bf-9865-410e-aecb-8f4f8fed480b,US-CA-Dublin,2026-02-13,42,Finance,Senior,Warehouse/Processing,Corporate Functions,"[""Corporate Functions""]",ANALYTICS,"[""ANALYTICS"", ""SQL""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Brand Motion Graphics Designer,https://jobs.ashbyhq.com/snowflake/175c7983-dc25-4b9c-926d-5b99cc4aa05a,US-CA-Menlo Park,2026-02-19,36,Design,Senior,Warehouse/Processing,Product Management,"[""Product Management""]",,[],5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Cloud Support Engineer - US Public Sector,https://jobs.ashbyhq.com/snowflake/94aa7fc4-72ee-4d8f-844a-4ef1aeb5681c,US-GA-Atlanta,2026-01-27,59,Engineering,Senior,Warehouse/Processing,Cloud Infrastructure,"[""Cloud Infrastructure""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Commercial Sales Manager,https://jobs.ashbyhq.com/snowflake/b4990c22-980a-4266-9ced-b1496190e893,SE-Stockholm-MSO,2026-02-19,36,Sales,Senior,Warehouse/Processing,Go-to-Market,"[""Go-to-Market""]",MANAGEMENT,"[""MANAGEMENT"", ""ANALYTICS""]",3.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Customer Marketing Manager,https://jobs.ashbyhq.com/snowflake/b2b1709c-d907-496e-a831-a2d4d647c0a3,US-NY-New York,2026-02-10,45,Marketing,Senior,Warehouse/Processing,Go-to-Market,"[""Go-to-Market""]",MANAGEMENT,"[""MANAGEMENT"", ""ANALYTICS""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Data Engineer,https://jobs.ashbyhq.com/snowflake/7023e78f-a87b-46b2-a9c9-1ba6338ae293,PL-Warsaw,2026-02-06,49,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""ETL"", ""SQL"", ""PYTHON""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Data Platform Architect,https://jobs.ashbyhq.com/snowflake/0c14674d-bca3-485d-9bbe-af4026ee7c92,GB-London,2026-01-30,56,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS""]",7.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Data Platform Architect,https://jobs.ashbyhq.com/snowflake/c862a264-cc46-41e5-9f0a-66889b92dc95,GB-London,2026-01-30,56,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS""]",7.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Data Scientist,https://jobs.ashbyhq.com/snowflake/02b4dbeb-2fef-4838-9d79-922330f08d58,US-CA-Menlo Park,2026-03-20,7,AI/ML & Vector,Senior,Warehouse/Processing,ML/AI infra,"[""ML/AI infra""]",ML,"[""ML"", ""AI"", ""PYTHON"", ""SQL""]",7.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Data Scientist,https://jobs.ashbyhq.com/snowflake/b9b85c1d-0760-4e28-9dfe-41724c8335a1,US-CA-Menlo Park,2025-08-27,212,AI/ML & Vector,Senior,Warehouse/Processing,ML/AI infra,"[""ML/AI infra""]",ML,"[""ML"", ""AI"", ""PYTHON"", ""SQL""]",7.0,1.0,2026-03-26,2026-03-27
Snowflake,"Senior Director of Engineering, Traffic and Networking",https://jobs.ashbyhq.com/snowflake/e31c32b8-0707-4bfb-81a4-fe9764f20686,US-WA-Bellevue,2026-03-24,3,Engineering,Director+,Warehouse/Processing,Cloud Infrastructure,"[""Cloud Infrastructure""]",ENGINEERING,"[""ENGINEERING""]",6.5,1.0,2026-03-26,2026-03-27
Snowflake,"Senior Director, Services Product & Strategy",https://jobs.ashbyhq.com/snowflake/4cbeede4-ebfb-44d8-8800-2cae638969d6,US-CA-Menlo Park,2025-12-11,106,Operations,Director+,Warehouse/Processing,Corporate Functions,"[""Corporate Functions""]",PRODUCT,"[""PRODUCT"", ""MANAGEMENT""]",6.5,1.0,2026-03-26,2026-03-27
Snowflake,"Senior District Manager, Enterprise Acquisition",https://jobs.ashbyhq.com/snowflake/2e9ae0db-dac5-45d4-8592-93fb14bb35a9,CA-Ontario-Toronto,2026-02-02,53,Design,Senior,Warehouse/Processing,Product Management,"[""Product Management""]",MANAGEMENT,"[""MANAGEMENT""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,"Senior District Manager, Enterprise Acquisition",https://jobs.ashbyhq.com/snowflake/11fd6f08-6a0e-4140-8812-2898172ee66f,US-WA,2026-02-20,35,Design,Senior,Warehouse/Processing,Product Management,"[""Product Management""]",MANAGEMENT,"[""MANAGEMENT""]",5.0,1.0,2026-03-27,2026-03-27
Snowflake,Senior Engineering Manager,https://jobs.ashbyhq.com/snowflake/af233de6-6aa6-4980-bc31-0b52133d34a1,US-CA-Menlo Park,2025-11-05,142,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""MANAGEMENT""]",7.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Engineering Manager - Cloud Services,https://jobs.ashbyhq.com/snowflake/950be60a-13ad-439b-bc76-6caf6f365a56,US-CA-Menlo Park,2026-01-13,73,Engineering,Senior,Warehouse/Processing,Cloud Infrastructure,"[""Cloud Infrastructure""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS"", ""MANAGEMENT""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Engineering Manager - Developer Platform,https://jobs.ashbyhq.com/snowflake/0bd2f4bd-d46a-43cf-b923-74e56b17cb85,PL-Warsaw,2025-09-22,186,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS"", ""MANAGEMENT""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Engineering Manager - Query Execution Platform,https://jobs.ashbyhq.com/snowflake/247840b3-4332-45ce-9ade-0424a0f27290,DE-Berlin-Trion Building,2025-05-06,325,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS"", ""MANAGEMENT""]",7.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Engineering Manager - SnowConvert AI,https://jobs.ashbyhq.com/snowflake/f6d40ad9-da07-477e-8f4f-e29e67e65f6b,US-CA-Menlo Park,2026-03-15,12,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",AI,"[""AI""]",9.0,3.0,2026-03-26,2026-03-27
Snowflake,Senior Engineering Manager-PostgreSQL,https://jobs.ashbyhq.com/snowflake/2e759451-ea65-4731-a4ea-23c2a4cb2b88,US-CA-Menlo Park,2026-02-02,53,Engineering,Senior,Warehouse/Processing,Database / Storage,"[""Database / Storage""]",ENGINEERING,"[""ENGINEERING"", ""SQL"", ""MANAGEMENT""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Forward Deployed Engineer,https://jobs.ashbyhq.com/snowflake/97813cac-e55c-4631-94fe-5eda15c7eaed,US-CA-Menlo Park,2026-02-04,51,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING""]",7.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Frontend Engineer- Data Sharing Foundation,https://jobs.ashbyhq.com/snowflake/08b9b4f4-a91a-4b81-9235-9cff6cc6b220,US-CA-Menlo Park,2026-03-12,15,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING""]",7.0,1.0,2026-03-25,2026-03-27
Snowflake,Senior Manager Engineering - Snowhouse Foundation,https://jobs.ashbyhq.com/snowflake/ad1b51cd-14f1-42a4-b9b9-830b93c1e1df,US-CA-Menlo Park,2025-09-30,178,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""MANAGEMENT""]",7.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Manager of Engineering - Capacity Engineering,https://jobs.ashbyhq.com/snowflake/520ee3ea-d898-4db9-9ad9-8f12c91a96b0,US-CA-Menlo Park,2026-02-16,39,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""MANAGEMENT""]",7.0,1.0,2026-03-26,2026-03-27
Snowflake,"Senior Manager, Field Marketing Acquisition",https://jobs.ashbyhq.com/snowflake/a2dd8bc9-436a-49fa-8b07-fb7a154d5c4e,US-CA-Menlo Park,2026-01-27,59,Design,Senior,Warehouse/Processing,Product Management,"[""Product Management""]",MANAGEMENT,"[""MANAGEMENT""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,"Senior Manager, Partner Marketing - System Integrators (SI)",https://jobs.ashbyhq.com/snowflake/ace9391f-d432-4f9d-aca4-5c9f676e24fe,US-WA-Bellevue,2026-01-09,77,Marketing,Senior,Warehouse/Processing,ETL/Integration,"[""ETL/Integration""]",MANAGEMENT,"[""MANAGEMENT""]",10.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior PR Manager - DACH,https://jobs.ashbyhq.com/snowflake/e4a3ed36-50e6-4bcb-a219-feaa013e94cf,DE-Berlin-Trion Building,2026-02-06,49,Marketing,Senior,Warehouse/Processing,Go-to-Market,"[""Go-to-Market""]",MANAGEMENT,"[""MANAGEMENT""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Partner Marketing Manager,https://jobs.ashbyhq.com/snowflake/4f7a9887-9ef8-4860-99b2-c24b22abde9e,US-CO-Denver,2025-12-23,94,Marketing,Senior,Warehouse/Processing,Go-to-Market,"[""Go-to-Market""]",MANAGEMENT,"[""MANAGEMENT""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Partner Solution Engineer,https://jobs.ashbyhq.com/snowflake/fde8bc2c-1b31-4d7f-bffb-e708e7c1e888,NL-Amsterdam,2025-12-11,106,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Partner Solution Engineer,https://jobs.ashbyhq.com/snowflake/b6a0273d-c158-4b20-a734-3be1ca24063d,MX-Mexico,2026-03-10,17,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Partner Solution Engineer - ANZ,https://jobs.ashbyhq.com/snowflake/cbdc139a-1c50-4b19-8fac-1d4a20e694f8,AU-Melbourne,2025-12-19,98,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Principal Engineer - Front End,https://jobs.ashbyhq.com/snowflake/4ed363e0-cdb3-44ab-bdd9-6e91e00ce660,US-CA-Menlo Park,2026-03-23,4,Engineering,Principal/Staff,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING""]",8.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Procurement Analyst,https://jobs.ashbyhq.com/snowflake/62b05a7f-78c0-4da8-83c1-71c27a57af1b,CR-San Jose,2025-12-11,106,Finance,Senior,Warehouse/Processing,Corporate Functions,"[""Corporate Functions""]",ANALYTICS,"[""ANALYTICS"", ""SQL""]",3.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Product Design Manager,https://jobs.ashbyhq.com/snowflake/bcf27b5d-5a53-4c6a-b86a-9b5cc60e887b,US-CA-Menlo Park,2025-12-15,102,Design,Senior,Warehouse/Processing,Product Management,"[""Product Management""]",PRODUCT,"[""PRODUCT"", ""DESIGN"", ""MANAGEMENT""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Product Growth Specialist,https://jobs.ashbyhq.com/snowflake/d0102931-6ca7-4e53-ad5e-5f1e242b1e1d,US-NY-New York,2026-02-03,52,Marketing,Senior,Warehouse/Processing,Go-to-Market,"[""Go-to-Market""]",PRODUCT,"[""PRODUCT""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Product Manager - Applied AI,https://jobs.ashbyhq.com/snowflake/1a256781-b5b6-44e7-b138-253d16031605,US-CA-Menlo Park,2026-03-02,25,Product,Senior,Warehouse/Processing,Product Management,"[""Product Management""]",AI,"[""AI""]",7.0,3.0,2026-03-26,2026-03-27
Snowflake,Senior Product Manager - Cortex AI Functions,https://jobs.ashbyhq.com/snowflake/e65c2bb0-09bc-41e8-ae7e-a14d1c011fd6,US-CA-Menlo Park,2026-02-10,45,Product,Senior,Warehouse/Processing,ML/AI infra,"[""ML/AI infra""]",AI,"[""AI""]",9.0,3.0,2026-03-26,2026-03-27
Snowflake,Senior Product Manager - Developer Platform,https://jobs.ashbyhq.com/snowflake/02aa1900-b08d-44e4-8724-9eba8b090fb1,PL-Warsaw,2026-02-26,29,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",PRODUCT,"[""PRODUCT"", ""ENGINEERING"", ""DEVOPS"", ""MANAGEMENT""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Product Manager - Snowflake Intelligence,https://jobs.ashbyhq.com/snowflake/f8ebbc32-0de0-4893-8c41-277131cd9806,US-CA-Menlo Park,2026-02-27,28,Product,Senior,Warehouse/Processing,Product Management,"[""Product Management""]",SNOWFLAKE,"[""SNOWFLAKE""]",8.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Product Manager - Snowflake Organizations,https://jobs.ashbyhq.com/snowflake/535ce4ac-9e1f-4068-97c3-eb43a92bfebf,US-CA-Menlo Park,2025-12-01,116,Product,Senior,Warehouse/Processing,Product Management,"[""Product Management""]",SNOWFLAKE,"[""SNOWFLAKE""]",8.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Product Marketing Manager,https://jobs.ashbyhq.com/snowflake/2e734c93-182e-4430-9393-e28ed5c1e71f,US-CA-Menlo Park,2026-01-22,64,Product,Senior,Warehouse/Processing,Product Management,"[""Product Management""]",PRODUCT,"[""PRODUCT"", ""MANAGEMENT""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Production Engineer,https://jobs.ashbyhq.com/snowflake/3861127d-444b-4352-a490-c1bd6aa74715,US-CA-Menlo Park,2026-02-10,45,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PRODUCT""]",7.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Release Manager,https://jobs.ashbyhq.com/snowflake/1416a370-e0a7-4fd7-96db-87c40a5c594e,US-CA-Menlo Park,2026-02-18,37,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",MANAGEMENT,"[""MANAGEMENT""]",7.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Sales Finance Manager,https://jobs.ashbyhq.com/snowflake/7b45a63d-a119-494b-abc9-ee981690a64a,US-CA-Menlo Park,2026-02-12,43,Sales,Senior,Warehouse/Processing,Go-to-Market,"[""Go-to-Market""]",MANAGEMENT,"[""MANAGEMENT"", ""ANALYTICS""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Security Engineer - Product Security,https://jobs.ashbyhq.com/snowflake/f3489f1d-c9f4-4f98-9e34-5994c1e45d7e,US-CA-Menlo Park,2026-02-09,46,Security,Senior,Warehouse/Processing,Security / Compliance,"[""Security / Compliance""]",SECURITY,"[""SECURITY""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Software Application Engineer,https://jobs.ashbyhq.com/snowflake/66c13b2c-4f8b-408e-b1c0-d40d7807592c,CR-San Jose,2025-04-30,331,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Software Engineer,https://jobs.ashbyhq.com/snowflake/afa654dd-0431-4030-9878-1e48c27465bd,US-CA-Menlo Park,2026-01-15,71,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""SQL""]",7.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Software Engineer - Cloud Provisioning Service,https://jobs.ashbyhq.com/snowflake/df0d9127-5506-4135-8e64-fa972a50b133,US-WA-Bellevue,2026-02-18,37,Engineering,Senior,Warehouse/Processing,Cloud Infrastructure,"[""Cloud Infrastructure""]",ENGINEERING,"[""ENGINEERING"", ""DEVOPS"", ""PYTHON"", ""SQL""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Software Engineer - Database Engineering,https://jobs.ashbyhq.com/snowflake/6dab6ed8-97c8-4413-b95f-31b84dafd5c3,US-WA-Bellevue,2025-11-21,126,Engineering,Senior,Warehouse/Processing,Database / Storage,"[""Database / Storage""]",ENGINEERING,"[""ENGINEERING"", ""ETL"", ""SQL"", ""PYTHON""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Software Engineer - Production Engineering,https://jobs.ashbyhq.com/snowflake/195fba97-8d40-4281-a04a-bf64f37a32f2,PL-Warsaw,2026-02-20,35,Engineering,Senior,Warehouse/Processing,Platform / Infra,"[""Platform / Infra""]",ENGINEERING,"[""ENGINEERING"", ""PYTHON"", ""PRODUCT"", ""SQL""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,"Senior Software Engineer, Data Governance",https://jobs.ashbyhq.com/snowflake/4f7cf964-55dc-48d5-ade7-fb95c4fc55f5,US-CA-Menlo Park,2025-12-19,98,Engineering,Senior,Warehouse/Processing,Data Governance,"[""Data Governance""]",GOVERNANCE,"[""GOVERNANCE""]",13.0,2.0,2026-03-26,2026-03-27
Snowflake,"Senior Software Engineer, Identity & Access Management",https://jobs.ashbyhq.com/snowflake/0de66140-c2df-4314-8660-bb074a9d313f,US-WA-Bellevue,2026-02-17,38,Security,Senior,Warehouse/Processing,Security / Compliance,"[""Security / Compliance""]",MANAGEMENT,"[""MANAGEMENT"", ""ENGINEERING"", ""PYTHON"", ""SQL""]",5.0,1.0,2026-03-26,2026-03-27
Snowflake,Senior Software Engineer- AI Data Collaboration,https://jobs.ashbyhq.com/snowflake/5062e617-2b1d-4214-8839-322a832f2fad,US-CA-Menlo Park,2026-03-16,11,Engineering,Senior,Warehouse/Processing,ML/AI infra,"[""ML/AI infra""]",AI,"[""AI""]",9.0,3.0,2026-03-26,2026-03-27
